PLACA,DATA,LOCAL,VELOCIDADE,VELOCIDADE VIA,LATITUDE,LONGITUDE,ULTRAPASSADO
ANT0001,2024-04-17 23:59:38,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 23:59:08,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 23:15:52,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 22:15:52,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 21:32:47,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 21:32:47,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 21:15:52,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 21:15:35,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",4,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 21:15:05,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",4,50,-23.54585000,-45.98288700,
ANT0001,2024-04-17 21:14:35,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",5,50,-23.54582000,-45.98318800,
ANT0001,2024-04-17 21:14:05,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",6,50,-23.54583300,-45.98317300,
ANT0001,2024-04-17 21:13:35,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54592800,-45.98295700,
ANT0001,2024-04-17 21:13:05,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54593700,-45.98280800,
ANT0001,2024-04-17 21:12:35,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",2,50,-23.54591800,-45.98290800,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54591200,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54591200,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54591200,-45.98289700,
ANT0001,2024-04-17 21:12:22,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54591200,-45.98289700,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289300,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289300,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289300,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289300,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289300,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289300,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289300,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289300,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54590800,-45.98289700,
ANT0001,2024-04-17 21:12:20,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",3,50,-23.54591000,-45.98288700,
