PLACA,DATA,LOCAL,VELOCIDADE,VELOCIDADE VIA,LATITUDE,LONGITUDE,ULTRAPASSADO
FAH6577,2024-04-19 07:58:41,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 06:58:41,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 05:58:41,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 04:58:41,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 03:58:41,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 02:58:41,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 01:59:20,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 01:59:19,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 01:58:41,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 00:59:13,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53011500,-46.19058000,
FAH6577,2024-04-19 00:58:41,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53011500,-46.19058000,
