PLACA,DATA,LOCAL,VELOCIDADE,VELOCIDADE VIA,LATITUDE,LONGITUDE,ULTRAPASSADO
GCB1E08,2024-04-16 23:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51668200,-46.19061800,
GCB1E08,2024-04-16 22:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51670700,-46.19054000,
GCB1E08,2024-04-16 21:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51669200,-46.19052100,
GCB1E08,2024-04-16 20:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51673400,-46.19066900,
GCB1E08,2024-04-16 19:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51667900,-46.19060400,
GCB1E08,2024-04-16 18:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51668200,-46.19060100,
GCB1E08,2024-04-16 17:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51666100,-46.19065100,
GCB1E08,2024-04-16 16:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51666900,-46.19067400,
GCB1E08,2024-04-16 15:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51656300,-46.19059900,
GCB1E08,2024-04-16 14:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51664800,-46.19062300,
GCB1E08,2024-04-16 13:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51660600,-46.19058900,
GCB1E08,2024-04-16 12:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51664200,-46.19065800,
GCB1E08,2024-04-16 11:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51658600,-46.19062700,
GCB1E08,2024-04-16 10:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51659600,-46.19068300,
GCB1E08,2024-04-16 09:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51661500,-46.19061200,
GCB1E08,2024-04-16 09:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51661500,-46.19061200,
GCB1E08,2024-04-16 09:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51661500,-46.19061200,
GCB1E08,2024-04-16 09:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51661500,-46.19061200,
GCB1E08,2024-04-16 09:12:49,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51661500,-46.19061200,
GCB1E08,2024-04-16 09:10:27,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51660700,-46.19067400,
GCB1E08,2024-04-16 09:10:27,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51660700,-46.19067400,
GCB1E08,2024-04-16 09:10:27,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51660700,-46.19067400,
GCB1E08,2024-04-16 09:10:27,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51660700,-46.19067400,
GCB1E08,2024-04-16 09:10:27,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51660700,-46.19067400,
GCB1E08,2024-04-16 09:01:21,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51665400,-46.19070700,
GCB1E08,2024-04-16 09:01:21,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51665400,-46.19070700,
GCB1E08,2024-04-16 09:01:21,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51665400,-46.19070700,
GCB1E08,2024-04-16 09:01:21,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51665400,-46.19070700,
GCB1E08,2024-04-16 09:01:21,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51665400,-46.19070700,
GCB1E08,2024-04-16 08:58:51,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51673400,-46.19057400,
GCB1E08,2024-04-16 08:58:51,"Praça Cícero Alves dos Anjos, 655 - Vila Mogilar, Mogi das Cruzes - SP, 08773-",0,40,-23.51673400,-46.19057400,
