PLACA,DATA,LOCAL,VELOCIDADE,VELOCIDADE VIA,LATITUDE,LONGITUDE,ULTRAPASSADO
ANT0001,2024-04-18 23:59:51,"Est Municipal, 179 ao 227 - Est Municipal, Biritiba Mirim - SP, 08940000, Brasil",22,50,-23.55114800,-45.97483000,
ANT0001,2024-04-18 23:59:21,"Est Municipal, 726 ao 798 - Est Municipal, Biritiba Mirim - SP, 08940000, Brasil",53,50,-23.54734800,-45.97817800,
ANT0001,2024-04-18 23:58:51,"Est Municipal, 726 ao 798 - Est Municipal, Biritiba Mirim - SP, 08940000, Brasil",53,50,-23.54734800,-45.97817800,
ANT0001,2024-04-18 23:58:21,"Est Municipal, 1186 ao 1206 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",26,50,-23.54513300,-45.98124000,
ANT0001,2024-04-18 23:57:51,"Est Municipal, 1429 ao 1461 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",23,50,-23.54563000,-45.98340800,
ANT0001,2024-04-18 23:57:21,"Est Municipal, 1463 ao 1577 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",20,50,-23.54600200,-45.98344500,
ANT0001,2024-04-18 23:56:51,"Est Municipal, 726 ao 798 - Est Municipal, Biritiba Mirim - SP, 08940000, Brasil",0,50,-23.54734800,-45.97817800,
ANT0001,2024-04-18 23:56:21,"Est Municipal, 726 ao 798 - Est Municipal, Biritiba Mirim - SP, 08940000, Brasil",0,50,-23.54734800,-45.97817800,
ANT0001,2024-04-18 23:55:51,"Est Municipal, 726 ao 798 - Est Municipal, Biritiba Mirim - SP, 08940000, Brasil",0,50,-23.54734800,-45.97817800,
ANT0001,2024-04-18 23:55:21,"Est Municipal, 1375 ao 1427 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",6,50,-23.54589000,-45.98298700,
ANT0001,2024-04-18 23:55:09,"Unnamed Road, Biritiba-Mirim - SP, 08940-000, Brasil",14,40,-23.54580500,-45.98298700,
ANT0001,2024-04-18 23:54:54,"Unnamed Road, Biritiba-Mirim - SP, 08940-000, Brasil",9,40,-23.54541200,-45.98286000,
ANT0001,2024-04-18 23:54:51,"Unnamed Road, Biritiba-Mirim - SP, 08940-000, Brasil",12,40,-23.54543000,-45.98275300,
ANT0001,2024-04-18 23:54:21,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",5,50,-23.54585500,-45.98206000,
ANT0001,2024-04-18 23:53:51,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",6,50,-23.54592300,-45.98204700,
ANT0001,2024-04-18 23:52:49,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:52:34,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:51:54,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:43:40,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:43:25,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:42:45,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:42:30,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:41:55,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:41:40,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:41:00,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:40:45,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:40:25,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:40:09,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:34:45,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:34:30,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:21:39,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54596900,-45.98214600,
ANT0001,2024-04-18 23:19:20,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
ANT0001,2024-04-18 23:19:05,"Est Municipal, 1129 ao 1153 - Est Municipal, Biritiba Mirim - SP, 08940000, Bras",0,50,-23.54617200,-45.98237000,
