PLACA,DATA,LOCAL,VELOCIDADE,VELOCIDADE VIA,LATITUDE,LONGITUDE,ULTRAPASSADO
FAH6577,2024-04-01 23:06:47,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",3,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 22:06:47,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 21:07:17,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 21:06:47,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 20:07:14,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 20:06:47,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 19:06:47,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",6,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 18:07:43,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",6,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 18:06:47,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 18:05:43,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 18:05:05,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 18:03:43,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",1,40,-23.53009500,-46.19064500,
FAH6577,2024-04-01 18:03:42,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53006200,-46.19062400,
FAH6577,2024-04-01 18:03:05,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",0,40,-23.53010700,-46.19057600,
FAH6577,2024-04-01 18:02:39,"R. Rafael Fernandes, 153 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",3,40,-23.53012300,-46.19054500,
FAH6577,2024-04-01 18:02:22,"R. Rafael Fernandes, 161 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",8,40,-23.53021500,-46.19067700,
FAH6577,2024-04-01 18:01:48,"R. Rafael Fernandes, 161 - Vila Mogi Moderno, Mogi das Cruzes - SP, 08717-280, B",19,40,-23.53040200,-46.19098700,
